,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
frpr-19 IV_-_1775886_1776342,frpr-19,WBGene00021510,Y41D4A.8,IV_-_1775886_1776342,91.33%,NA,NA,NA,0%,67.92%,NA,NA,90.61%,NA,NA,92.71%,NA,NA,86.78%,NA,81.90%,NA,NA,NA,93.31%,NA,83.51%,NA,NA,NA,NA,65.53%,NA,NA,NA,87.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frpr-19 IV_-_1776457_1778802,frpr-19,WBGene00021510,Y41D4A.8,IV_-_1776457_1778802,6.25%,33.26%,NA,3.71%,NA,2.71%,NA,NA,10.66%,33.52%,17.36%,17.35%,NA,NA,NA,4.17%,NA,NA,NA,NA,12.01%,NA,NA,NA,3.67%,NA,NA,NA,NA,38.20%,NA,NA,NA,NA,NA,11.11%,NA,NA,NA,0.81%,NA,NA,NA,19.94%,NA,NA
frpr-19 IV_-_1778992_1779354,frpr-19,WBGene00021510,Y41D4A.8,IV_-_1778992_1779354,5.19%,18.45%,NA,4%,0%,NA,NA,NA,10.94%,15.08%,NA,NA,0%,NA,NA,NA,NA,NA,27.74%,1.81%,NA,12.50%,12.39%,NA,7.22%,3.64%,NA,NA,1.47%,13.89%,NA,NA,5.70%,1.11%,2.50%,NA,NA,NA,NA,NA,6.17%,4.30%,5.80%,NA,NA,NA
frpr-19 IV_-_1779574_1780238,frpr-19,WBGene00021510,Y41D4A.8,IV_-_1779574_1780238,5.77%,32.32%,NA,NA,27.78%,0%,NA,28.88%,NA,NA,10%,18.00%,NA,3.83%,4.26%,NA,NA,NA,NA,NA,9.80%,NA,NA,NA,5.13%,NA,NA,NA,8.19%,26.67%,NA,NA,NA,3.30%,38.24%,NA,NA,NA,NA,10.09%,NA,5.48%,NA,31.28%,NA,NA
frpr-19 IV_-_1780447_1780576,frpr-19,WBGene00021510,Y41D4A.8,IV_-_1780447_1780576,10.63%,27.67%,3.61%,8.85%,NA,1.52%,7.19%,29.86%,4.73%,27.56%,NA,4.17%,NA,16.20%,6.62%,18.75%,1.76%,NA,21.43%,8.78%,18.07%,NA,13.69%,NA,4.20%,14.02%,9.08%,NA,4.17%,0%,NA,3.89%,10.69%,5.72%,0%,6.82%,NA,1.41%,2.50%,1.67%,3.63%,4.62%,5.12%,28.16%,6.25%,NA
frpr-19 IV_-_1780802_1781373,frpr-19,WBGene00021510,Y41D4A.8,IV_-_1780802_1781373,5.78%,NA,NA,NA,NA,NA,NA,NA,NA,17.72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frpr-5 V_-_13532354_13532473,frpr-5,WBGene00008342,C56A3.3,V_-_13532354_13532473,0%,0%,3.84%,23.10%,NA,5%,0%,NA,0%,6.98%,26.66%,0%,0%,7.78%,4.12%,2.78%,2.78%,5%,20.25%,3.57%,0%,NA,23.97%,NA,2.50%,9.87%,0%,4.17%,18.41%,NA,10.56%,NA,10.03%,10.78%,0%,NA,2.38%,14.48%,0%,10%,9.40%,10.16%,2.53%,NA,0%,17.78%
frpr-5 V_-_13533165_13533497,frpr-5,WBGene00008342,C56A3.3,V_-_13533165_13533497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,NA,9.78%,NA,0%,NA,NA,NA,0%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA
frpr-9 V_+_10993435_10993598,frpr-9,WBGene00009965,F53B7.2,V_+_10993435_10993598,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frpr-9 V_+_10994464_10994757,frpr-9,WBGene00009965,F53B7.2,V_+_10994464_10994757,NA,NA,NA,14.35%,NA,NA,NA,NA,NA,25.65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fsn-1 III_+_4938413_4938951,fsn-1,WBGene00001499,C26E6.5,III_+_4938413_4938951,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.93%,11.91%,10.48%,NA,NA,NA,NA,NA,NA,NA,NA,4.17%,NA,NA,10.78%,NA,0.66%,NA,NA,NA,NA,NA,NA,1.02%,NA,NA,NA,NA,NA,NA,4.06%,NA,NA,NA,NA,2.47%,NA
ftt-2 X_-_11604632_11604906,ftt-2,WBGene00001502,F52D10.3,X_-_11604632_11604906,1.42%,9.45%,NA,NA,5.70%,1.09%,NA,6.69%,1.29%,9.59%,3.16%,NA,7.81%,NA,1.64%,5.32%,1.56%,6.66%,10.62%,2.19%,1.72%,7.81%,8.19%,7.17%,NA,NA,1.66%,8.10%,2.37%,6.95%,2.08%,2.02%,1.29%,2.12%,6.66%,2.62%,8.22%,NA,1.98%,1.04%,1.59%,NA,1.25%,NA,2.03%,8.21%
ftt-2 X_-_11605114_11605240,ftt-2,WBGene00001502,F52D10.3,X_-_11605114_11605240,98.93%,NA,99.54%,98.84%,NA,NA,97.65%,NA,NA,NA,99.61%,NA,NA,99.30%,98.77%,99.29%,99.26%,NA,99.50%,98.40%,98.59%,NA,NA,99.92%,99.40%,98.62%,NA,NA,98.87%,NA,NA,NA,96.81%,96.36%,NA,92.69%,99.85%,NA,99.35%,97.10%,NA,98.69%,97.63%,99.78%,NA,99.65%
fubl-1 V_-_10238111_10238290,fubl-1,WBGene00007534,C12D8.1,V_-_10238111_10238290,22.04%,38.15%,13.97%,12.42%,6.67%,21.72%,19.39%,57.39%,18.62%,48.94%,17.49%,22.79%,10.51%,10.95%,9.23%,30.17%,32.73%,44.36%,32.95%,9.47%,5.96%,19.84%,32.37%,9.68%,9.87%,14.02%,16.39%,37.40%,15.52%,19.74%,14.98%,13.63%,12.67%,15.17%,28.57%,13.16%,25.85%,8.74%,11.67%,23.17%,12.25%,33.45%,12.40%,16.38%,12.41%,24.75%
fubl-1 V_-_10238343_10238739,fubl-1,WBGene00007534,C12D8.1,V_-_10238343_10238739,13.70%,14.89%,11.97%,14.16%,24.16%,6.95%,19.94%,50.06%,13.79%,11.60%,12.15%,24.27%,4.76%,5.89%,5.83%,35.80%,31.24%,33.12%,15.83%,8.33%,3.57%,25.97%,38.80%,12.96%,4.62%,14.70%,20.23%,43.37%,19.74%,7.88%,16.75%,22.58%,12.79%,8.24%,20.16%,0%,17.56%,7.15%,10.06%,5.09%,10.25%,43.67%,10.76%,18.95%,12.24%,16.36%
fubl-2 III_-_7087215_7087516,fubl-2,WBGene00022738,ZK418.9,III_-_7087215_7087516,NA,13.34%,NA,NA,NA,NA,3.64%,15.79%,1.18%,NA,23.09%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24%,1.97%,NA,NA,2.64%,15.61%,NA,NA,NA,NA,41.59%,NA,19.17%,NA,NA,NA,NA,2.60%,NA,NA,NA,NA
fubl-3 X_+_17434578_17434915,fubl-3,WBGene00016489,C36E6.1,X_+_17434578_17434915,9.70%,23.89%,10.07%,13.51%,NA,0%,14.69%,24.74%,16.00%,19.17%,NA,NA,3.13%,15.08%,11.96%,21.28%,35.57%,NA,0%,10.46%,7.74%,23.87%,39.84%,23.16%,21.87%,4.76%,20.56%,NA,11.45%,11.05%,24.50%,19.04%,13.99%,11.34%,NA,12.50%,NA,4.67%,6.69%,0%,14.43%,18%,4.84%,NA,10.89%,20.18%
fubl-3 X_+_17434986_17435412,fubl-3,WBGene00016489,C36E6.1,X_+_17434986_17435412,NA,NA,NA,NA,10.67%,18.75%,NA,19.85%,NA,10.13%,NA,28.92%,1.28%,NA,NA,NA,10.93%,NA,NA,NA,2.57%,23.85%,NA,12.62%,8.04%,NA,NA,21.43%,8.15%,NA,NA,NA,NA,NA,NA,NA,NA,4.66%,3.10%,1.72%,NA,NA,NA,NA,NA,NA
fubl-3 X_+_17435530_17435666,fubl-3,WBGene00016489,C36E6.1,X_+_17435530_17435666,NA,NA,NA,NA,NA,0.49%,0%,NA,6.67%,NA,NA,NA,NA,NA,NA,11.74%,6.06%,40.25%,NA,NA,3.75%,28.31%,24.23%,36.08%,NA,NA,3.16%,NA,NA,NA,1.86%,NA,NA,NA,NA,NA,NA,4.67%,NA,1.59%,NA,NA,3.47%,22.80%,NA,30.88%
fubl-3 X_+_17437773_17437897,fubl-3,WBGene00016489,C36E6.1,X_+_17437773_17437897,NA,NA,2.12%,NA,NA,2.17%,4.17%,NA,5.26%,NA,NA,NA,NA,4.06%,3.57%,NA,3.41%,NA,NA,NA,NA,NA,NA,NA,NA,1.92%,2.67%,NA,NA,NA,NA,NA,6.27%,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,27.74%
fum-1 III_+_7465724_7465955,fum-1,WBGene00001503,H14A12.2,III_+_7465724_7465955,NA,30.90%,3.57%,3.16%,27.68%,5.70%,NA,24.86%,NA,20.60%,23.56%,18.71%,27.52%,2.21%,NA,4.61%,2.75%,26.17%,NA,2.41%,NA,NA,NA,24.60%,2.96%,3.82%,NA,NA,5.87%,23.83%,3.45%,NA,3.52%,3.06%,NA,NA,29.31%,4.27%,2.32%,5.11%,NA,4.05%,3.20%,20.66%,3.33%,23.59%
fust-1 II_+_7152703_7152902,fust-1,WBGene00016173,C27H5.3,II_+_7152703_7152902,1.12%,NA,NA,NA,NA,0.62%,NA,4.46%,1.12%,NA,NA,NA,NA,0.63%,NA,1.07%,NA,NA,NA,0.29%,0.69%,NA,NA,NA,NA,NA,NA,2.75%,1.32%,NA,2.43%,1.18%,NA,NA,NA,0%,NA,0.26%,NA,0.85%,NA,1.48%,NA,NA,NA,NA
fust-1 II_+_7153010_7153134,fust-1,WBGene00016173,C27H5.3,II_+_7153010_7153134,NA,NA,3.48%,NA,NA,NA,NA,NA,4.11%,NA,NA,NA,NA,NA,NA,NA,3.50%,NA,NA,NA,2.80%,17.31%,NA,NA,NA,4.91%,NA,NA,4.35%,8.17%,NA,NA,NA,3.18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fust-1 II_+_7153527_7154090,fust-1,WBGene00016173,C27H5.3,II_+_7153527_7154090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
fut-3 II_-_5658403_5658743,fut-3,WBGene00006402,F59E12.13,II_-_5658403_5658743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.29%,21.48%,22.77%,NA,NA,NA,30.60%,10.85%,NA,NA,12.23%,NA,NA,NA,0%,NA,NA,12.14%,NA,13.11%,NA,15.40%,NA,NA,NA
fut-6 II_-_4655282_4655804,fut-6,WBGene00020222,T05A7.5,II_-_4655282_4655804,NA,NA,NA,NA,NA,NA,NA,19.66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,0%,NA,NA,NA
fut-8 V_-_5987646_5988037,fut-8,WBGene00001508,C10F3.6,V_-_5987646_5988037,3.37%,NA,7.98%,2.21%,NA,5.72%,5.94%,NA,NA,NA,NA,NA,10.72%,2.46%,4.17%,12.80%,10%,NA,NA,4.65%,0%,25.33%,23.21%,NA,3.05%,0%,5.75%,NA,4.17%,NA,NA,0%,5.78%,2.50%,NA,0%,NA,3.05%,8.46%,0%,6.69%,12.27%,0%,NA,5.73%,NA
fzr-1 II_-_9641357_9641536,fzr-1,WBGene00001510,ZK1307.6,II_-_9641357_9641536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24%,NA,NA,1.39%,NA,15.96%,NA,NA,NA,NA,4.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76%,NA,NA,NA
fzr-1 II_-_9642092_9642611,fzr-1,WBGene00001510,ZK1307.6,II_-_9642092_9642611,NA,NA,NA,NA,NA,4.17%,NA,26.80%,3.96%,24.67%,NA,NA,NA,NA,NA,NA,2.10%,NA,NA,NA,0%,30.78%,25.88%,24.56%,NA,NA,6.50%,21.38%,NA,NA,6.83%,2.84%,NA,NA,NA,0%,NA,2.92%,3.44%,NA,NA,NA,NA,NA,NA,NA
gab-1 III_-_12773905_12774969,gab-1,WBGene00001512,ZC482.1,III_-_12773905_12774969,0%,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,0%,NA,0%,NA,12.35%,0%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,31.79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gab-1 III_-_12775353_12775748,gab-1,WBGene00001512,ZC482.1,III_-_12775353_12775748,0%,NA,0.70%,NA,0%,NA,NA,0%,1.07%,0%,24.16%,NA,0%,5.56%,0%,1.28%,5.42%,NA,0%,1.56%,NA,NA,17.41%,0%,4.28%,1.14%,1.62%,NA,1.67%,0%,NA,8.33%,0.60%,2.29%,1.67%,0%,NA,NA,1.56%,0%,0.69%,2%,3.58%,22.21%,0%,2.11%
gab-1 III_-_12775952_12776954,gab-1,WBGene00001512,ZC482.1,III_-_12775952_12776954,0%,0%,1.39%,NA,NA,NA,0%,0%,1.59%,NA,NA,0%,0%,2.50%,0%,NA,13.48%,8.33%,NA,10.55%,0%,12.50%,NA,18.03%,NA,25%,1.19%,2.78%,NA,0%,NA,NA,NA,NA,10.28%,NA,NA,3.03%,0%,0%,NA,0.71%,6.11%,18.79%,10.63%,15.63%
gab-1 III_-_12777195_12779212,gab-1,WBGene00001512,ZC482.1,III_-_12777195_12779212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67%,NA,NA,0.74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39%,NA,NA,NA,NA
gab-1 III_-_12777493_12779212,gab-1,WBGene00001512,ZC482.1,III_-_12777493_12779212,NA,NA,16.67%,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,0%,NA,NA,86.33%,NA,0%,NA,NA,NA,NA,NA,NA,NA,35%,NA,NA,NA,NA,NA,NA,NA,37.50%,25%,NA,0%,NA,0%,NA,0%,47.47%,NA,NA,NA
gab-1 III_-_12779350_12779638,gab-1,WBGene00001512,ZC482.1,III_-_12779350_12779638,0%,NA,0%,0%,NA,0%,0%,NA,0%,NA,NA,NA,NA,0%,0%,2.56%,12.42%,0%,0%,1.11%,0%,NA,NA,22.50%,3.89%,3.13%,NA,NA,1.56%,0%,0%,5%,NA,3.75%,38.81%,0%,NA,0%,NA,0%,0.83%,0%,5.50%,NA,0%,33.43%
gadr-6 I_-_14078681_14079688,gadr-6,WBGene00009823,F47G4.2,I_-_14078681_14079688,NA,NA,5.36%,7.11%,NA,0%,12.50%,NA,NA,NA,NA,40.80%,NA,NA,NA,0%,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gadr-6 I_-_14080652_14081271,gadr-6,WBGene00009823,F47G4.2,I_-_14080652_14081271,NA,NA,0%,NA,NA,NA,NA,NA,0%,NA,NA,24.14%,NA,NA,NA,14.29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA,0%,NA,3.33%,NA,NA,NA,NA,NA,NA,NA,NA
gadr-6 I_-_14082130_14082288,gadr-6,WBGene00009823,F47G4.2,I_-_14082130_14082288,NA,15.39%,1.79%,1.64%,0%,0%,0%,NA,7.15%,0%,NA,21.55%,NA,NA,1.32%,0.54%,NA,0%,0%,6.79%,0%,NA,2.78%,NA,2.64%,0%,0.79%,NA,NA,NA,0%,3.57%,NA,NA,0%,0%,NA,0.74%,NA,0%,NA,6.32%,NA,NA,9.30%,NA
gadr-6 I_-_14082377_14082520,gadr-6,WBGene00009823,F47G4.2,I_-_14082377_14082520,NA,NA,1.56%,8.50%,NA,0%,4.17%,8.33%,10.12%,NA,NA,64.56%,NA,23.67%,25%,2.78%,NA,29.17%,0%,NA,0%,0%,11.34%,NA,NA,8.33%,21.95%,28.34%,NA,NA,0%,20.83%,NA,0%,NA,0%,NA,4.17%,NA,NA,NA,NA,NA,4.17%,21.98%,NA
gale-1 I_+_12975635_12976509,gale-1,WBGene00008132,C47B2.6,I_+_12975635_12976509,2.35%,NA,NA,3.70%,NA,NA,NA,NA,NA,NA,NA,29.45%,NA,NA,2.97%,NA,5.51%,NA,NA,NA,NA,29.52%,21.94%,21.31%,NA,3.08%,NA,45.26%,NA,NA,NA,2.28%,NA,NA,NA,4.55%,NA,3.83%,1.99%,0.63%,NA,NA,NA,21.69%,2.87%,27.19%
gale-1 I_+_12976939_12977554,gale-1,WBGene00008132,C47B2.6,I_+_12976939_12977554,NA,NA,NA,3.45%,NA,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.09%,NA,NA,NA,NA,NA,27.65%,NA,NA,NA,NA,NA,NA,41.46%,NA,NA,9.27%,NA,NA,NA,NA,NA,NA,NA,NA
gap-2 X_+_9504031_9510523,gap-2,WBGene00001516,ZK899.8,X_+_9504031_9510523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96%,NA,25.82%,NA,NA,4.09%,NA,NA,NA,NA,NA,NA,NA,3.83%,NA,43.75%,NA,NA,10%,NA,9.09%,NA,NA,NA,NA,NA,NA
gap-2 X_+_9510725_9511026,gap-2,WBGene00001516,ZK899.8,X_+_9510725_9511026,4.10%,NA,NA,5.28%,2.63%,0%,2.27%,NA,2.46%,32.63%,20.16%,32.43%,0%,3.45%,6.58%,NA,5.37%,20.63%,20%,4.53%,6.67%,24.44%,NA,NA,3.75%,3.81%,5.46%,NA,5.05%,22.44%,6.68%,2.48%,NA,NA,30.36%,NA,NA,2.08%,3.67%,0%,5.23%,NA,NA,32.56%,10.13%,20.47%
gap-2 X_+_9511162_9513129,gap-2,WBGene00001516,ZK899.8,X_+_9511162_9513129,13.67%,NA,NA,NA,0%,NA,8.33%,NA,3.83%,24.02%,35.92%,41.18%,NA,NA,NA,20.61%,8.29%,NA,NA,NA,0%,NA,NA,NA,NA,NA,5.12%,NA,NA,NA,15.98%,NA,NA,NA,NA,7.63%,NA,7.14%,8.75%,3.00%,NA,NA,NA,10.60%,NA,NA
gap-2 X_+_9514564_9514707,gap-2,WBGene00001516,ZK899.8,X_+_9514564_9514707,3.96%,NA,13.09%,8.47%,0%,NA,10.10%,NA,4.07%,NA,NA,NA,NA,8.96%,NA,1.19%,11.60%,NA,NA,11.27%,NA,NA,NA,9.40%,5.53%,9.30%,5.36%,2.50%,14.60%,NA,14.86%,9.79%,10.60%,NA,23.44%,NA,NA,1.70%,NA,3.57%,NA,12.51%,9.09%,5.50%,8.74%,NA
gar-1 X_-_6480416_6480679,gar-1,WBGene00001517,C15B12.5,X_-_6480416_6480679,NA,NA,NA,NA,NA,NA,NA,NA,3.76%,NA,NA,NA,NA,NA,NA,NA,NA,24.70%,NA,NA,NA,15.97%,11.22%,16.80%,NA,NA,NA,NA,NA,NA,3.06%,NA,NA,NA,NA,NA,NA,NA,NA,8.52%,NA,NA,NA,NA,NA,21.20%
gar-1 X_-_6484126_6484237,gar-1,WBGene00001517,C15B12.5,X_-_6484126_6484237,NA,NA,NA,NA,NA,5.36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.55%,17.12%,15.07%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08%,NA,NA,NA,NA,NA,13.89%
gar-2 III_+_6314483_6314703,gar-2,WBGene00001518,F47D12.1,III_+_6314483_6314703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.08%,NA,NA,NA,NA,6.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62%,NA,11.38%,NA,11.07%,NA,NA,2.06%,NA,NA,NA,NA,NA,7.26%,NA,NA,NA,33.93%,NA,NA
gar-2 III_+_6314926_6315302,gar-2,WBGene00001518,F47D12.1,III_+_6314926_6315302,NA,NA,NA,8.80%,NA,NA,2.56%,NA,4.72%,25.31%,NA,37.19%,NA,4.43%,0%,NA,3.33%,NA,NA,NA,1.92%,NA,NA,33.02%,NA,NA,7.67%,NA,6.32%,NA,NA,0%,7.14%,3.74%,NA,NA,NA,NA,6.52%,NA,2.77%,NA,4.20%,NA,NA,NA
gar-2 III_+_6315419_6317710,gar-2,WBGene00001518,F47D12.1,III_+_6315419_6317710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.29%,NA,NA,NA,NA,NA,NA,NA,NA,9.81%,NA,NA,NA,NA,NA,NA,NA,NA,19.05%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95%
gar-2 III_+_6317882_6318139,gar-2,WBGene00001518,F47D12.1,III_+_6317882_6318139,NA,NA,5.40%,3.78%,NA,NA,NA,NA,1.44%,20.88%,NA,21.60%,NA,4.63%,6.70%,NA,NA,NA,NA,6.85%,0.70%,NA,NA,18.51%,NA,8.72%,3.53%,NA,4.99%,NA,NA,1.91%,NA,3.76%,NA,NA,NA,5.73%,NA,NA,NA,1.02%,NA,NA,NA,NA
gar-2 III_+_6319109_6319329,gar-2,WBGene00001518,F47D12.1,III_+_6319109_6319329,NA,0%,NA,NA,0%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67%,NA,NA,NA,NA,6.24%,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gar-2 III_+_6319456_6319566,gar-2,WBGene00001518,F47D12.1,III_+_6319456_6319566,0%,0%,40.08%,33.89%,25%,NA,0%,NA,16.67%,NA,64.78%,71.71%,NA,27.13%,16.67%,43.45%,NA,41.67%,0%,NA,27.08%,20.24%,39.75%,51.58%,25%,7.58%,NA,NA,16.43%,0%,28.19%,NA,37.03%,20.55%,NA,NA,55.54%,8.33%,38.48%,NA,62.21%,12.50%,57.40%,34.99%,0%,37.59%
gar-3 V_-_14565155_14565504,gar-3,WBGene00001519,Y40H4A.1,V_-_14565155_14565504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,22.39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56%,NA,NA,NA,NA,NA,NA,NA,NA
gars-1 III_-_5162277_5163539,gars-1,WBGene00001744,T10F2.1,III_-_5162277_5163539,NA,79.17%,NA,NA,NA,NA,NA,54.72%,NA,NA,NA,NA,0%,NA,NA,NA,NA,49.80%,0%,NA,NA,61.87%,NA,40.89%,NA,NA,13.79%,69.73%,NA,44.55%,NA,7.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.34%,NA,NA
gba-1 II_+_2177134_2177735,gba-1,WBGene00016335,C33C12.3,II_+_2177134_2177735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,NA,NA,1.79%,NA,NA,NA,NA,NA,NA,0%,NA,NA,26.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA
gbb-1 X_+_2958180_2958703,gbb-1,WBGene00021528,Y41G9A.4,X_+_2958180_2958703,NA,NA,3.04%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.53%,NA,NA,NA,NA,NA,NA,NA,1.80%,NA,NA,NA,23.21%,0%,NA,NA,0%,NA,NA,NA,NA,NA,0%,24.16%
gbb-1 X_+_2959324_2959637,gbb-1,WBGene00021528,Y41G9A.4,X_+_2959324_2959637,7.03%,NA,0.48%,NA,NA,NA,2.08%,NA,NA,NA,NA,NA,26.40%,NA,NA,NA,5.59%,NA,NA,NA,NA,NA,17.43%,19.63%,NA,NA,NA,NA,NA,NA,1.69%,0.64%,2.63%,NA,15.90%,NA,NA,2.73%,NA,NA,NA,NA,NA,28.80%,NA,17.44%
gbb-1 X_+_2961614_2962560,gbb-1,WBGene00021528,Y41G9A.4,X_+_2961614_2962560,5.83%,NA,NA,NA,NA,NA,NA,NA,NA,25.02%,NA,NA,NA,NA,0%,NA,NA,NA,NA,0.79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.50%,NA,NA,NA,25.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.47%
gbb-1 X_+_2962687_2964155,gbb-1,WBGene00021528,Y41G9A.4,X_+_2962687_2964155,NA,NA,NA,NA,NA,0%,NA,NA,NA,28.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gbb-1 X_+_2962687_2966248,gbb-1,WBGene00021528,Y41G9A.4,X_+_2962687_2966248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89%,NA,NA,NA,NA,NA,NA,NA,21.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gbb-1 X_+_2964288_2966248,gbb-1,WBGene00021528,Y41G9A.4,X_+_2964288_2966248,10.10%,NA,0%,NA,NA,NA,NA,NA,NA,7.10%,NA,NA,NA,NA,NA,NA,NA,12.50%,12.50%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.49%,NA,NA,NA,48.55%,NA,NA,NA,12.50%,NA,NA,NA,NA,NA,NA,NA
gbb-1 X_+_2966756_2967106,gbb-1,WBGene00021528,Y41G9A.4,X_+_2966756_2967106,3.64%,NA,NA,NA,NA,NA,3.13%,NA,NA,NA,NA,NA,NA,NA,5.42%,NA,NA,NA,NA,4.69%,NA,NA,NA,21.20%,NA,NA,NA,NA,NA,NA,3.72%,NA,NA,NA,24.63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.47%
gbb-2 IV_-_4490614_4495531,gbb-2,WBGene00022675,ZK180.1,IV_-_4490614_4495531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.42%,80.81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25%,NA,NA,NA,NA,NA,NA
