,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
deb-1 IV_-_7085857_7086065_7086181,deb-1,WBGene00000942,ZC477.9,IV_-_7085857_7086065_7086181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.64%,NA,NA,NA,NA,NA,NA,70%,100%,NA,82.83%,69.46%,NA,73.82%,74.62%,NA,71.14%,NA,NA
deb-1 IV_-_7087671_7087760_7089285,deb-1,WBGene00000942,ZC477.9,IV_-_7087671_7087760_7089285,99%,100%,96.03%,97.62%,96.97%,100%,100%,91.67%,99.40%,100%,81.61%,82.20%,100%,99.46%,99.63%,83.87%,100%,95.45%,100%,96.23%,100%,96.46%,96.64%,94.08%,98.08%,94.49%,94.95%,97.06%,97.75%,100%,97.13%,85.27%,99.27%,96.87%,100%,100%,99.22%,100%,98.37%,100%,97.76%,97.10%,97.91%,100%,94.74%,97.01%
deb-1 IV_-_7091797_7091880_7092415,deb-1,WBGene00000942,ZC477.9,IV_-_7091797_7091880_7092415,100%,100%,97.73%,98.57%,100%,100%,97.92%,100%,89.74%,100%,100%,100%,100%,99.61%,100%,100%,100%,93.33%,100%,100%,100%,97.48%,98.72%,100%,99.70%,98.01%,97.63%,100%,98.79%,100%,96.06%,100%,98.00%,98.09%,100%,100%,99.90%,100%,97.49%,99.15%,99.32%,100%,99.12%,100%,98.29%,98.32%
deb-1 IV_-_7092524_7092785_7094208,deb-1,WBGene00000942,ZC477.9,IV_-_7092524_7092785_7094208,89.90%,93.75%,94.61%,95.73%,100%,93.75%,91.17%,100%,96.75%,87.50%,99.02%,100%,92.59%,100%,99.67%,100%,98.41%,98.72%,88.33%,85.82%,100%,91.95%,95.61%,92.66%,99.21%,94.40%,100%,100%,69.76%,94.57%,90.15%,81.35%,93.70%,93.01%,100%,94.45%,77.20%,100%,91.53%,99.11%,99%,97.75%,98.19%,100%,95.18%,96.94%
deg-1 X_+_7755251_7763563_7763606,deg-1,WBGene00000950,C47C12.6,X_+_7755251_7763563_7763606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,4.35%,NA,NA,NA,NA,NA,NA,5.41%,NA,NA,93%,NA,NA,NA,NA,NA,NA,NA,25%,NA,NA,NA,6.06%,NA,NA,NA,NA,NA,NA,1.63%
del-1 X_+_14268224_14269702_14272011,del-1,WBGene00000952,E02H4.1,X_+_14268224_14269702_14272011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.95%,NA,NA,NA,NA,NA,NA,NA,77.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA
del-1 X_+_14268224_14271200_14272011,del-1,WBGene00000952,E02H4.1,X_+_14268224_14271200_14272011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.81%,96.97%,NA,NA,NA,NA,NA,NA,NA,76.81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.32%
del-1 X_+_14269702_14271200_14272011,del-1,WBGene00000952,E02H4.1,X_+_14269702_14271200_14272011,16.67%,0%,NA,33.33%,NA,NA,33.34%,100%,50%,100%,55.56%,100%,NA,25%,0%,66.67%,0%,50%,50%,71.88%,50%,0%,63.75%,4.40%,NA,50%,33.33%,0%,33.34%,0%,75%,70%,NA,25%,19.23%,NA,0%,NA,66.67%,NA,37.33%,22.92%,22.22%,63.43%,100%,34.59%
denn-4 IV_+_1935604_1936415_1937423,denn-4,WBGene00018681,F52C12.4,IV_+_1935604_1936415_1937423,NA,38.41%,47.29%,NA,87.88%,64.29%,0%,NA,68.55%,59.17%,85.71%,70%,93.33%,81.25%,75%,100%,77.61%,NA,71.11%,NA,32.50%,NA,NA,NA,86.32%,51.25%,73.61%,NA,NA,46.67%,NA,69.88%,65.28%,NA,NA,50%,56.55%,NA,NA,50%,74.71%,71.60%,67.86%,81.67%,NA,NA
dep-1 II_-_9007493_9007701_9009072,dep-1,WBGene00009717,F44G4.8,II_-_9007493_9007701_9009072,NA,NA,NA,NA,19.02%,NA,NA,NA,NA,NA,NA,0%,0%,NA,NA,8.46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.42%,NA,NA,NA,NA,0%,NA,NA,12.58%,NA,NA,33.35%,NA,NA,NA,NA
des-2 V_-_11415769_11416571_11416806,des-2,WBGene00000955,T26H10.1,V_-_11415769_11416571_11416806,100%,50%,87.50%,66.67%,NA,0%,100%,100%,50%,NA,100%,100%,37.39%,65.63%,100%,100%,100%,100%,100%,100%,100%,100%,100%,75.14%,98.03%,35%,100%,95.83%,100%,0%,85.72%,100%,100%,68.21%,NA,100%,86.77%,100%,87.50%,100%,86.67%,100%,89.63%,100%,100%,80.94%
dex-1 III_+_5533768_5534011_5534864,dex-1,WBGene00017028,D1044.2,III_+_5533768_5534011_5534864,33.33%,0%,0%,30.83%,0%,NA,0%,NA,26.67%,25%,0%,NA,0%,56.49%,0%,NA,5.56%,0%,25%,25%,0%,NA,33.33%,NA,39.10%,50%,0%,0%,16.67%,0%,NA,27.78%,NA,14.17%,NA,NA,88.10%,0%,11.11%,67.65%,1.67%,50%,16.67%,100%,15.33%,NA
dgk-1 X_-_987848_988214_988931,dgk-1,WBGene00000958,C09E10.2,X_-_987848_988214_988931,1.32%,NA,1.65%,1.31%,0%,0%,NA,0%,0%,NA,2.38%,0%,0%,0.62%,2.42%,0%,NA,0.86%,NA,3.26%,8.25%,1.04%,NA,2.04%,0.66%,0%,0.63%,0%,1.04%,0%,1.39%,0%,0%,1%,5.36%,0%,0.20%,1%,3.46%,NA,2.69%,0.90%,0.74%,0%,NA,0.93%
dgk-1 X_-_989051_989479_989485,dgk-1,WBGene00000958,C09E10.2,X_-_989051_989479_989485,57.64%,41.17%,60.40%,59.52%,57.20%,41.19%,64.15%,40.86%,47.19%,32.95%,28.75%,45%,26.06%,50.58%,71.41%,62.55%,73.15%,36.92%,43.95%,49.12%,38.04%,32.18%,28.68%,43.06%,36.86%,59.29%,58.76%,62.12%,44.23%,59.65%,45.53%,47.83%,44.81%,49.95%,53.85%,63.46%,64.73%,42.92%,43.39%,73.00%,52.35%,45.61%,39.72%,26.79%,35.46%,33.64%
dgk-1 X_-_991235_991312_995309,dgk-1,WBGene00000958,C09E10.2,X_-_991235_991312_995309,42.87%,0%,0%,0.23%,0%,0%,0%,0%,0.51%,9.36%,0%,0%,0%,0.24%,0%,0%,0%,0%,0.96%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.68%,0.61%,0%,0%,0.10%,0.39%,0.21%,0%,0.72%,0%,0.16%,0.42%,0%,0.43%
dgk-5 II_-_6458826_6458925_6460150,dgk-5,WBGene00019428,K06A1.6,II_-_6458826_6458925_6460150,0%,0%,NA,0%,NA,0%,0%,0%,0%,0%,NA,0%,NA,0%,0%,0%,0%,0%,2.78%,0%,0%,0%,NA,0%,0%,0%,0%,0%,0%,NA,0%,0%,0%,0%,0%,27.28%,NA,0%,0%,NA,0%,20%,0%,NA,NA,0%
dgk-5 II_-_6460257_6460303_6465526,dgk-5,WBGene00019428,K06A1.6,II_-_6460257_6460303_6465526,94.97%,0%,10.09%,44.28%,NA,33.33%,14.29%,0.74%,25.93%,16.30%,80%,100%,50%,64.38%,100%,75.24%,29.55%,100%,79.58%,30.83%,0%,64.91%,88.89%,69.44%,100%,80%,95.83%,100%,29.02%,60%,91.40%,23.33%,59.38%,77.62%,75%,63.07%,82.35%,90.63%,50%,50%,78.04%,75%,78.28%,0%,100%,88.89%
dgk-5 II_-_6467520_6467591_6468098,dgk-5,WBGene00019428,K06A1.6,II_-_6467520_6467591_6468098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.90%,NA,NA,NA,NA,NA,NA,NA,NA,92.98%,NA,NA,NA,100%,NA,99.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgk-5 II_-_6467520_6467591_6470108,dgk-5,WBGene00019428,K06A1.6,II_-_6467520_6467591_6470108,93.53%,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,98.96%,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgk-5 II_-_6467520_6468098_6470108,dgk-5,WBGene00019428,K06A1.6,II_-_6467520_6468098_6470108,100%,NA,NA,NA,NA,NA,NA,NA,NA,86.67%,NA,NA,NA,NA,NA,NA,92.13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47%,NA,NA,NA,50%,92.86%,0.62%,NA,NA,NA,NA,NA,NA,NA,NA,NA
DH11.5 II_+_7977041_7985508_7985638,DH11.5,WBGene00008438,DH11.5,II_+_7977041_7985508_7985638,2.67%,5.29%,57.63%,33.98%,36.76%,59.26%,23.33%,60.42%,43.01%,21.50%,70.28%,57.79%,18.18%,39.93%,48.05%,NA,NA,25.72%,3.27%,73.70%,19.05%,38.67%,38.78%,67.59%,20.18%,16.65%,58.33%,44.73%,37.17%,100%,61.77%,69.42%,34.90%,60.07%,NA,NA,38.61%,38.28%,44.37%,13.66%,22.59%,NA,27.29%,38.93%,55%,49.06%
DH11.5 II_+_7988664_7989234_7989454,DH11.5,WBGene00008438,DH11.5,II_+_7988664_7989234_7989454,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98.37%,100%,100%,100%,100%,100%,100%,99.71%,100%,100%,100%,100%,79.44%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
DH11.5 II_+_7990108_7992538_7992815,DH11.5,WBGene00008438,DH11.5,II_+_7990108_7992538_7992815,71.67%,100%,77.36%,88.99%,60.39%,0%,NA,100%,100%,100%,36.67%,69.44%,16.67%,58.38%,24.02%,95.83%,96.23%,66.67%,80.56%,50%,50%,12.50%,63.50%,52.47%,31.41%,100%,88.76%,90.06%,44.65%,100%,83.34%,43.33%,66.89%,62.60%,6.25%,55.56%,67.59%,42.03%,58.91%,83.34%,84.66%,49.40%,28.19%,93.28%,100%,45.61%
dhhc-2 I_+_11842681_11844272_11844739,dhhc-2,WBGene00012948,Y47H9C.2,I_+_11842681_11844272_11844739,70.41%,96.88%,98.43%,95.86%,50%,100%,100%,100%,94.87%,100%,98.49%,88.89%,100%,93.94%,100%,100%,98.25%,100%,100%,100%,100%,95.24%,99.04%,94.35%,91.67%,100%,100%,100%,98.25%,100%,97.15%,91.31%,97.73%,100%,100%,100%,94.48%,98.22%,94.01%,100%,98.51%,95.67%,98.83%,97.73%,96.36%,100%
dhhc-4 III_-_9863814_9864304_9864832,dhhc-4,WBGene00014075,ZK757.4,III_-_9863814_9864304_9864832,NA,59.68%,NA,NA,69.70%,64.59%,57.20%,NA,53.01%,31.82%,60.08%,69.21%,34.84%,NA,NA,NA,42.29%,67.59%,NA,NA,42.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.50%,50%,NA,NA,NA,71.43%,71.03%,NA,NA,NA,NA,NA
dhhc-4 III_-_9865519_9865649_9865757,dhhc-4,WBGene00014075,ZK757.4,III_-_9865519_9865649_9865757,73.96%,82.67%,NA,NA,82.35%,NA,NA,NA,87.94%,NA,86.43%,NA,NA,NA,86.61%,NA,100%,NA,87.50%,NA,83.93%,100%,NA,86.79%,NA,100%,97.22%,NA,93.33%,100%,NA,96.97%,96.53%,100%,100%,100%,93.81%,100%,NA,66.67%,94.50%,88.49%,NA,90%,96.67%,95.21%
dhhc-4 III_-_9866730_9867146_9867719,dhhc-4,WBGene00014075,ZK757.4,III_-_9866730_9867146_9867719,77.20%,92.50%,81.74%,72.56%,100%,100%,87.36%,91.60%,94.44%,94.45%,95%,83.33%,20.65%,73.83%,75%,62.04%,74.17%,95%,87.08%,92.08%,95.24%,59.26%,72.92%,60.83%,32.48%,81.67%,50.27%,100%,64.71%,98.33%,50%,38.89%,74.62%,42.50%,87.50%,100%,57.04%,92.86%,95%,0%,82.50%,75.87%,16.53%,50%,90.21%,84.38%
dhod-1 I_+_6738576_6740223_6740312,dhod-1,WBGene00020932,W02D3.2,I_+_6738576_6740223_6740312,89.29%,69.44%,96.05%,62.05%,100%,100%,68.75%,75%,56.19%,21.67%,91.43%,55.56%,100%,78.61%,87.50%,100%,96.67%,87.50%,100%,58.79%,38.89%,100%,95.62%,88.32%,97.92%,100%,46.03%,26.08%,98%,100%,97.37%,100%,96.36%,90.05%,83.34%,100%,93.90%,53.75%,54.26%,50%,78.28%,95%,89.33%,75%,81.80%,91.39%
dig-1 III_+_6747189_6748858_6749221,dig-1,WBGene00000998,K07E12.1,III_+_6747189_6748858_6749221,35.72%,12.50%,54.09%,55.67%,NA,11.11%,NA,7.69%,32.62%,33.33%,25%,30%,14.29%,42.99%,29.47%,62.50%,13.33%,47.22%,50%,50.99%,50%,NA,NA,NA,50.01%,NA,NA,47.62%,NA,0%,NA,NA,NA,NA,100%,0%,57.87%,NA,34.26%,NA,34.76%,99.63%,NA,26.28%,49.40%,NA
din-1 II_-_11617128_11618011_11621130,din-1,WBGene00008549,F07A11.6,II_-_11617128_11618011_11621130,37.04%,20.89%,34.65%,33.84%,54.90%,25.62%,22.83%,42.41%,47.60%,32.51%,26.46%,4.17%,11.45%,30.92%,26.98%,26.63%,17.46%,29.47%,34.30%,30.50%,31.25%,39.98%,35.11%,31.67%,28.15%,52.49%,35.87%,27.67%,41.37%,50.72%,59.53%,35.35%,40.09%,40.88%,21.27%,23.96%,32.69%,14.71%,36.35%,10.14%,33.68%,28.49%,26.86%,23.70%,19.77%,33.73%
din-1 II_-_11623796_11623934_11624627,din-1,WBGene00008549,F07A11.6,II_-_11623796_11623934_11624627,NA,51.50%,70.74%,77.70%,76.39%,93.75%,89.91%,63.20%,65.24%,96.66%,33.33%,41.67%,NA,81.40%,76.00%,100%,94.58%,93.30%,55%,NA,100%,NA,NA,NA,83.57%,NA,NA,NA,NA,29.66%,NA,NA,NA,60.48%,62.50%,58.33%,57.94%,67.83%,78.07%,NA,81.00%,89.40%,77.71%,87.50%,58.89%,NA
dip-2 I_+_4935423_4938106_4938198,dip-2,WBGene00017885,F28B3.4,I_+_4935423_4938106_4938198,87.64%,92.22%,94.96%,92.85%,90%,87.96%,78.84%,95.83%,96.33%,96.43%,98.66%,93.05%,32.43%,91.18%,80.99%,90.92%,95.49%,92.44%,72.22%,85.31%,68.31%,96.21%,97.23%,91.03%,93.54%,92.36%,79.31%,94.50%,67.80%,95.83%,96.26%,98.11%,96.23%,92.69%,90.63%,100%,85.51%,100%,94.32%,71.43%,94.55%,92.23%,96.78%,81.53%,96.36%,90.49%
dip-2 I_+_4940975_4942293_4943628,dip-2,WBGene00017885,F28B3.4,I_+_4940975_4942293_4943628,91.31%,95%,94.67%,90.17%,80.77%,93.33%,92.86%,83.66%,90%,100%,96.97%,96.67%,100%,88.41%,84.85%,100%,99.23%,100%,100%,100%,97.22%,77.71%,93.83%,96.28%,94.12%,83.54%,95.30%,91.11%,85.60%,100%,91.43%,89.52%,88.18%,84.43%,93.34%,100%,93.62%,95.83%,90.78%,86.67%,96.58%,94.67%,97.57%,82.14%,99.00%,92.15%
dkf-2 V_+_16759245_16764591_16765193,dkf-2,WBGene00012019,T25E12.4,V_+_16759245_16764591_16765193,67.38%,1.79%,45.82%,65.54%,44.03%,30.92%,21.89%,21.33%,64.21%,82.50%,65.39%,95.34%,95.83%,93.01%,97.45%,98.55%,76.81%,79.52%,47.28%,51.20%,15.30%,89.37%,83.09%,45.84%,98.18%,68.62%,92.22%,79.29%,76.87%,69.08%,85.45%,87.59%,77.43%,82.36%,50%,100%,49.15%,50.41%,97.67%,70.97%,81.99%,91.25%,86.58%,85.07%,93.85%,80.24%
dkf-2 V_+_16767870_16768080_16768397,dkf-2,WBGene00012019,T25E12.4,V_+_16767870_16768080_16768397,90.71%,NA,97.55%,98.45%,100%,90.77%,93.43%,93.94%,95.86%,89.39%,100%,100%,100%,97.83%,96.84%,NA,93.28%,NA,97.35%,96.60%,96.27%,100%,98.23%,90.91%,100%,81.24%,NA,NA,88.65%,100%,92.41%,89.43%,93.04%,90.42%,62.50%,55.29%,96.76%,NA,98.85%,89.71%,NA,99.26%,96.55%,94.17%,96%,100%
dkf-2 V_+_16769811_16785252_16785383,dkf-2,WBGene00012019,T25E12.4,V_+_16769811_16785252_16785383,75.99%,95.97%,97.02%,97.56%,90%,96.67%,95.42%,94.92%,87.16%,94.85%,90.40%,92.50%,100%,91.19%,91.72%,98.44%,79.80%,92.72%,94.02%,96.01%,98.22%,66.96%,63.87%,80.61%,93.33%,76.74%,89.44%,79.94%,71.82%,83.86%,83.75%,91.11%,85.26%,72.42%,100%,100%,77.39%,95.05%,94.06%,87.09%,93.02%,69.27%,95.02%,85.23%,42.86%,79.59%
dlk-1 I_-_12567376_12568183_12568204,dlk-1,WBGene00001008,F33E2.2,I_-_12567376_12568183_12568204,81.31%,95.15%,67.03%,77.66%,81.25%,71.82%,93.89%,88.75%,57.88%,93.33%,78.89%,68.69%,73.62%,74.87%,76.37%,71.79%,47.27%,92.11%,53.33%,90.07%,97.22%,66.68%,30.43%,35.67%,79.44%,57.46%,63.11%,71.80%,47.12%,36.67%,36.04%,54.31%,68.16%,47.59%,70%,57.03%,70.92%,76.30%,84.41%,83.33%,40.12%,84.76%,58.78%,61.18%,31.29%,42.73%
dmd-10 V_-_13225782_13225837_13236174,dmd-10,WBGene00007929,C34D1.1,V_-_13225782_13225837_13236174,11.84%,NA,11.37%,1.52%,0%,0%,4.51%,33.33%,5%,NA,26.67%,100%,NA,42.05%,4.17%,50%,15%,6.01%,67.50%,14.71%,33.33%,0%,100%,33.33%,2.19%,21.21%,25%,0%,33.33%,0%,81.25%,75%,46.56%,48.40%,50%,16.67%,46.88%,0%,11.11%,58.33%,8.33%,7.30%,19.20%,14.14%,83.34%,45.21%
dmsr-1 V_+_11441109_11441125_11441185,dmsr-1,WBGene00010191,F57B7.1,V_+_11441109_11441125_11441185,41.31%,56%,42.85%,53.89%,61.83%,79.17%,50.54%,29.91%,21.94%,36.65%,34.57%,23.79%,50%,27.48%,31.73%,29.49%,36.11%,72.92%,18.26%,39.20%,52.86%,37.97%,47.16%,51.85%,37.09%,48.99%,34.38%,34.36%,15.24%,28.13%,32.38%,20.83%,32.31%,30.85%,0%,46.58%,30.88%,32.85%,40.35%,42.86%,40.55%,44.35%,43.73%,45.71%,0%,32.83%
dmsr-8 V_-_10512678_10513059_10513065,dmsr-8,WBGene00007951,C35A5.7,V_-_10512678_10513059_10513065,0%,0%,8.33%,0%,38.34%,NA,0%,0%,16.67%,50%,0%,0%,0%,41.67%,0%,14.29%,8.34%,0%,50%,0%,50%,0%,10%,23.81%,21.67%,0%,12.50%,0%,2.22%,0%,0%,29.17%,9.09%,18.75%,0%,0%,0%,25%,29.81%,0%,18.21%,17.71%,34.49%,0%,0%,6.25%
dmsr-9 V_-_6798878_6798925_6799009,dmsr-9,WBGene00022606,ZC404.13,V_-_6798878_6798925_6799009,43.72%,100%,0%,33.34%,NA,50%,35.74%,100%,50%,0%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75%,NA,NA,100%,NA,NA,66.67%,45.71%,85.72%,NA,0%,33.33%,NA,0%,NA,33.33%,0%,100%,NA,0%,NA
dnc-1 IV_-_10930237_10930394_10930630,dnc-1,WBGene00001017,ZK593.5,IV_-_10930237_10930394_10930630,97.22%,87.56%,87.50%,90.19%,75%,82.50%,85.42%,88.89%,84.89%,100%,100%,89.17%,100%,NA,95.83%,97.92%,92%,85%,91.67%,100%,100%,93.33%,NA,89.64%,86.71%,95.39%,84.44%,78.33%,92.75%,96.67%,100%,96.30%,92.19%,83.42%,91.67%,100%,86.08%,91.67%,77.15%,97.37%,NA,96.47%,95.14%,100%,94.60%,NA
dnc-1 IV_-_10931951_10932235_10932477,dnc-1,WBGene00001017,ZK593.5,IV_-_10931951_10932235_10932477,32.78%,NA,32.95%,NA,25%,NA,NA,NA,NA,4.76%,NA,NA,66.67%,78.24%,47.99%,84.62%,57.20%,15.28%,NA,7.56%,NA,NA,NA,NA,NA,NA,NA,13.09%,NA,9.41%,NA,23.52%,26.33%,NA,NA,NA,NA,NA,NA,NA,NA,54.26%,34.47%,NA,27.78%,NA
dnj-10 III_+_8632790_8633176_8633244,dnj-10,WBGene00001028,F22B7.5,III_+_8632790_8633176_8633244,74.17%,77.50%,69.38%,69.08%,66.67%,50%,75%,46.15%,55.56%,85.42%,83.33%,8.33%,60%,70.26%,76.19%,100%,75.58%,91.67%,90.48%,NA,66.67%,NA,NA,NA,NA,82.01%,88.89%,62.20%,61.76%,87.52%,NA,75.38%,59.95%,NA,100%,100%,54.44%,65%,81.88%,54.55%,67.06%,76.43%,63.57%,58.33%,58.29%,NA
dnj-14 X_-_4710262_4710309_4710315,dnj-14,WBGene00001032,K02G10.8,X_-_4710262_4710309_4710315,30.56%,37.50%,22.81%,37.18%,0%,36.67%,38.33%,16.67%,22.31%,25%,11.11%,33.33%,0%,33.26%,26.79%,20.84%,42.38%,12.50%,33.33%,36.74%,0%,35.95%,35.37%,26.99%,51.05%,13.89%,87.50%,50.85%,64.08%,45.45%,50%,40%,51.35%,31.81%,NA,35.71%,60.91%,30.56%,39.23%,0%,60.72%,37.33%,45.31%,75%,39.21%,36.79%
dnj-24 III_-_5416215_5416400_5416859,dnj-24,WBGene00001042,W03A5.7,III_-_5416215_5416400_5416859,90.88%,100%,89.21%,98.89%,88.89%,63.49%,93.33%,92.36%,95.12%,100%,93.45%,100%,100%,94.62%,95.75%,98.55%,91.82%,96.74%,100%,88.56%,97.76%,95.97%,88.85%,98.36%,88.35%,95.89%,99.52%,100%,85.83%,93.20%,92.60%,92.93%,91.10%,96.33%,50%,100%,96.36%,91.97%,99.39%,97.50%,100%,88.92%,94.71%,100%,92.27%,94.58%
dnj-5 II_-_6854265_6854966_6855251,dnj-5,WBGene00001023,C04A2.7,II_-_6854265_6854966_6855251,93.75%,100%,92.36%,95.35%,NA,66.67%,80%,75%,96.65%,100%,97.92%,83.33%,100%,96.88%,91.43%,96.69%,96.10%,92.92%,100%,85.81%,85%,98.89%,NA,NA,NA,100%,89.08%,100%,NA,NA,NA,86.67%,NA,NA,100%,100%,89.01%,96.88%,NA,100%,97.60%,100%,89.08%,80.56%,NA,NA
dop-1 X_-_4412456_4413277_4413916,dop-1,WBGene00001052,F15A8.5,X_-_4412456_4413277_4413916,46.67%,10%,NA,NA,0%,19.23%,NA,25%,20.06%,NA,NA,NA,NA,NA,49.44%,12.12%,NA,0%,44.44%,NA,43.75%,75%,NA,4.17%,NA,25%,NA,50%,27.78%,NA,NA,NA,NA,36%,NA,40%,24.31%,47.06%,NA,16.67%,NA,93.49%,NA,12.08%,0%,NA
dop-1 X_-_4416077_4418127_4418158,dop-1,WBGene00001052,F15A8.5,X_-_4416077_4418127_4418158,100%,100%,72.46%,82.25%,NA,100%,78.64%,83.34%,94.49%,83.33%,94.44%,86.67%,100%,89.82%,93.33%,100%,85.71%,100%,100%,97.92%,NA,100%,95.06%,100%,86.83%,66.67%,100%,NA,100%,NA,83.34%,100%,85.43%,73.33%,93.75%,100%,100%,100%,89.80%,100%,89.75%,83.43%,87.09%,95.24%,100%,100%
dop-2 V_+_9611364_9612397_9612730,dop-2,WBGene00001053,K09G1.4,V_+_9611364_9612397_9612730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.87%,NA,40.28%,NA,NA,NA,NA,NA,NA,NA,NA,38.34%,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dop-2 V_+_9612052_9612397_9612730,dop-2,WBGene00001053,K09G1.4,V_+_9612052_9612397_9612730,NA,NA,0%,10.57%,NA,50%,0%,0%,14.29%,NA,NA,38.89%,NA,0%,NA,0%,0%,30%,NA,NA,0%,NA,0%,NA,7.76%,50%,11.11%,0%,0%,0%,13.34%,11.11%,6.25%,6.67%,NA,0%,1.67%,NA,77.27%,100%,19.44%,0%,0%,0%,0%,NA
dop-2 V_+_9613781_9613796_9613840,dop-2,WBGene00001053,K09G1.4,V_+_9613781_9613796_9613840,0%,0%,21.43%,16.48%,0%,NA,50%,NA,0%,38.93%,0%,8.12%,4.76%,17.11%,16.25%,48.57%,10%,7.74%,33.33%,8.68%,50%,33.33%,28.06%,22.23%,14.43%,25%,28.24%,83.34%,3.03%,0%,4.17%,13.40%,16.93%,15.72%,NA,0%,21.12%,16.63%,24.77%,42.86%,15.59%,17.81%,25.63%,5%,100%,15.28%
dot-1.1 I_-_2392708_2393207_2396102,dot-1.1,WBGene00021474,Y39G10AR.18,I_-_2392708_2393207_2396102,61.48%,42.43%,67.84%,63.09%,40.41%,65.48%,52.98%,57.63%,65.09%,28.13%,56.04%,58.06%,69.63%,72.33%,52.14%,59.15%,58.04%,57.05%,91.67%,59.00%,63.86%,54.55%,60.67%,65.15%,50.81%,60.09%,42.97%,64.79%,74.20%,69.08%,77.37%,55.56%,66.35%,71.55%,60%,39.29%,68.78%,29.81%,52.37%,27.96%,61.38%,50.82%,58.26%,57.26%,52.56%,74.79%
dpf-7 IV_-_4800352_4800398_4800509,dpf-7,WBGene00001060,R11E3.7,IV_-_4800352_4800398_4800509,NA,NA,5.56%,5.33%,NA,NA,NA,NA,NA,NA,NA,6.67%,NA,3.57%,NA,NA,0%,NA,NA,NA,NA,NA,3.03%,8.82%,2.08%,0%,6.41%,0%,NA,11.11%,2.94%,NA,1.59%,2.86%,NA,34.62%,2.53%,0%,NA,NA,4%,10.67%,1.56%,NA,13.87%,2.08%
dpff-1 III_-_5904452_5905243_5905395,dpff-1,WBGene00016200,C28H8.9,III_-_5904452_5905243_5905395,NA,36.43%,NA,NA,NA,48.92%,NA,NA,NA,58.15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,58.51%,NA,NA,NA,NA,NA,NA,NA,NA,NA
dpy-1 III_-_2035134_2035654_2036005,dpy-1,WBGene00001063,M01E10.2,III_-_2035134_2035654_2036005,54.04%,100%,50%,0%,NA,NA,NA,100%,60%,NA,100%,100%,NA,50%,22.22%,50%,100%,NA,NA,66.67%,NA,100%,33.33%,52.38%,13.33%,100%,51.67%,100%,88.24%,NA,53.57%,66.67%,45.83%,75%,100%,NA,65.49%,NA,0%,16.67%,50%,NA,16.67%,0%,0%,NA
dpy-1 III_-_2040962_2041739_2042027,dpy-1,WBGene00001063,M01E10.2,III_-_2040962_2041739_2042027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%
