"","Gene","WormBase_Gene_ID","Sequence_Name","AS_event_ID","ADL","AFD","AIM","AIN","AIY","ASEL","ASER","ASG","ASI","ASK","AVA","AVE","AVG","AVH","AVK","AVL","AVM","AWA","AWB","AWC","BAG","CAN","DA","DD","DVC","I5","IL1","IL2","LUA","NSM","OLL","OLQ","PHA","PVC","PVD","PVM","RIA","RIC","RIM","RIS","RMD","SMB","SMD","VB","VC","VD"
"kin-18 III_+_6120572_6120702_6120705","kin-18","WBGene00002201","T17E9.1","III_+_6120572_6120702_6120705","100%","80%","100%","88.182%","100%","100%","100%","100%","92.7%","93.75%","95.8333333333333%","100%","92.5933333333333%","90.9725%","35%","100%","90.77%","96.875%","75%","100%","100%","100%","94.2933333333333%","98.8775%","88.89%","97.4275%","91.6666666666667%","88.89%","99.5366666666667%","95.835%","90.615%","92.0233333333333%","92.46%","92.018%","100%","100%","97.142%","100%","93.3325%","95%","90.916%","91.6675%","90.115%","100%","96.5516666666667%","96.2575%"
"hmg-1.2 III_+_6280677_6280977_6280980","hmg-1.2","WBGene00001972","F47D12.4","III_+_6280677_6280977_6280980","93.97%","94.536%","92.8175%","95.975%","98.2466666666667%","100%","98.23%","94.205%","96.9766666666667%","96.9025%","95.1%","92.0866666666667%","98.7666666666667%","93.555%","95.765%","95.3966666666667%","91.76%","94.3925%","95.8325%","89.9075%","94.4425%","93.8766666666667%","96.2725%","84.53%","94.9125%","90.985%","94.6733333333333%","96.3%","95.3175%","93.4666666666667%","88.445%","85.9033333333333%","97.175%","93.026%","68.75%","100%","93.9966666666667%","94%","93.4775%","98.3433333333333%","93.158%","90.656%","93.42%","95.1425%","86.215%","89.83%"
"gar-2 III_+_6318678_6318945_6319036","gar-2","WBGene00001518","F47D12.1","III_+_6318678_6318945_6319036","0%",NA,"0%","0%","0%",NA,"0%",NA,"0%","0%","0%","0%","0%","0%",NA,"0%","0%","0%",NA,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%",NA,"0%","0%","0%","0%","0%","50%","0%","0%","0%","0%","0%",NA,"0%","0%",NA,"0%"
"C56G2.22; C56G2.3 III_+_6346490_6346709_6354397","C56G2.22; C56G2.3","WBGene00303050; WBGene00016978","C56G2.22; C56G2.3","III_+_6346490_6346709_6354397",NA,"100%","96.4275%",NA,"68.18%",NA,NA,NA,NA,NA,NA,NA,"33.3333333333333%","22.365%","6.0825%",NA,NA,NA,NA,NA,NA,"87.5%","60.795%","96.6675%",NA,NA,"90.4766666666667%","100%","100%","100%","100%",NA,NA,NA,NA,NA,"86.6666666666667%",NA,NA,NA,"89.636%",NA,"96.5075%",NA,NA,"86.555%"
"jhdm-1 III_+_6456574_6457122_6457414","jhdm-1","WBGene00020821","T26A5.5","III_+_6456574_6457122_6457414","46.5275%","55.5533333333333%","44.6425%","60.062%","0%","33.335%","19.0466666666667%","61.9033333333333%","55.9533333333333%","51.39%","60%","100%","0%","45.8075%","22.2233333333333%","55.6533333333333%","64.2866666666667%","50%","0%","20.535%","33.3333333333333%","33.3333333333333%","54.5533333333333%","32.685%","51.9225%","42.0825%","35.795%","32.74%","51.4433333333333%","55.5566666666667%","43.315%","47.2233333333333%","64.2475%","42.572%","0%","0%","28.905%","65.91%","44.6425%","66.67%","29.524%","72.166%","10.605%","57.1433333333333%","63.666%","25.825%"
"Y40D12A.1 III_+_6615975_6616012_6616019","Y40D12A.1","WBGene00021502","Y40D12A.1","III_+_6615975_6616012_6616019","11.11%","0%","0%","37.5%","0%",NA,"0%","0%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","16.6666666666667%","0%","0%","11.11%","0%","33.3333333333333%","18.1833333333333%","50%","27.855%","0%","16.11%","22.616%","0%","0%","5%","0%","0%","0%","0%","0%","0%","0%","33.3333333333333%","0%"
"rbf-1 III_+_6698910_6699075_6699242","rbf-1","WBGene00004316","F37A4.7","III_+_6698910_6699075_6699242",NA,NA,NA,NA,NA,"84.7233333333333%",NA,NA,"35.0766666666667%",NA,"49.5183333333333%","53.3333333333333%",NA,NA,NA,NA,NA,NA,"59.534%",NA,NA,NA,NA,"63.32%",NA,"28.71%",NA,"6.4575%",NA,"21.21%",NA,NA,NA,NA,NA,NA,"31.6883333333333%",NA,NA,"28.57%",NA,"16.3%",NA,"25.625%","24.08%",NA
"rbf-1 III_+_6698910_6699075_6699583","rbf-1","WBGene00004316","F37A4.7","III_+_6698910_6699075_6699583","87.5%",NA,NA,NA,NA,NA,NA,"96.4275%",NA,NA,NA,NA,NA,NA,NA,"87.0366666666667%",NA,NA,NA,NA,"92.5825%","68.89%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rbf-1 III_+_6700586_6701097_6702169","rbf-1","WBGene00004316","F37A4.7","III_+_6700586_6701097_6702169",NA,NA,NA,NA,NA,"51.54%",NA,NA,"93.3%",NA,"53.77%","85.715%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.9825%","91.6666666666667%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.666%",NA
"wdr-4 III_+_6726446_6726484_6726493","wdr-4","WBGene00022420","Y102E9.2","III_+_6726446_6726484_6726493","17.4625%","40%","14.0275%","13.94%","72.22%","20%","0%","22.5%","3.17333333333333%","52.5%","26.6666666666667%","8.33333333333333%","20%","10.3725%","9.9075%","0%","11.81%","11.905%","40%","22.7175%","8.3325%","0%","16.145%","10.01%","7.575%","30.4675%","12.94%","10.9375%","41.5375%","26.3633333333333%","37.33%","37.4666666666667%","25.6%","23.446%","0%","0%","11.0433333333333%","19.07%","6.875%","9.375%","14.96%","13.602%","12.95%","13.75%","10.565%","9.73%"
"odr-4 III_+_6731318_6732161_6732167","odr-4","WBGene00003851","Y102E9.1","III_+_6731318_6732161_6732167","64.0575%",NA,"70%","66.6666666666667%",NA,NA,"0%",NA,"0%","100%",NA,NA,NA,"25%",NA,NA,"0%","50%","100%","66.67%",NA,"0%","50%","100%","0%","0%","50%",NA,"100%",NA,"50%","100%","64.64%","87.5%",NA,NA,"0%",NA,"33.3333333333333%",NA,"100%","0%","66.6666666666667%",NA,NA,"83.335%"
"odr-4 III_+_6733130_6733177_6733183","odr-4","WBGene00003851","Y102E9.1","III_+_6733130_6733177_6733183","3.6125%","22.5%","18.35%","9.8%","0%","3.70333333333333%","0%","0.52%","3.92666666666667%","10.875%","20%","11.11%","0%","12.865%","6.5875%","0%","6.91%","10.36%","0%","6.4%","5%","14.8033333333333%","14.6525%","10.8325%","5.8%","30.3725%","4.34666666666667%","7.955%","32.4733333333333%","16.6666666666667%","54.375%","27.58%","7.6025%","20.258%","33.335%","25%","18.9283333333333%","0%","5.73%","21.43%","12.25%","9.288%","8.03%","23.3333333333333%","10.136%","14.3825%"
"dig-1 III_+_6747189_6748758_6749221","dig-1","WBGene00000998","K07E12.1","III_+_6747189_6748758_6749221",NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,NA,"34.315%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.665%",NA,NA,NA,NA,NA,NA
"lim-8 III_+_6813631_6814173_6815002","lim-8","WBGene00017904","F28F5.3","III_+_6813631_6814173_6815002","83.3333333333333%",NA,"69.7175%",NA,"82.35%",NA,"66.6666666666667%","75%",NA,NA,"95%","50%","30.3033333333333%","41.905%","54.1675%",NA,"100%","72.22%",NA,NA,NA,NA,NA,NA,"69.605%",NA,"92.7533333333333%","100%",NA,"68.89%",NA,NA,NA,NA,"0%","100%",NA,"66.6666666666667%","54.63%","93.75%","80.664%",NA,"62.9725%","57.5%",NA,NA
"coq-2 III_+_6937474_6937598_6938410","coq-2","WBGene00000762","F57B9.4","III_+_6937474_6937598_6938410","83.6425%","33.3333333333333%","68.935%","73.388%","90.91%","60%","62.7775%","81.6675%","66.6666666666667%","91.6675%","72.5%","83.3333333333333%","44.4433333333333%","63.96%","71.4575%","68.2533333333333%","84.63%","82.5%","50%",NA,"100%",NA,NA,"34.2025%","78.195%","50.27%",NA,"77.3025%","37.22%","51.645%",NA,"43.81%","36.3975%","49.5775%","50%","100%","68.766%","83.3333333333333%","90%","41.665%","67.782%","67.308%",NA,"87.18%","49.9683333333333%","66.9525%"
"coq-2 III_+_6937474_6937598_6938907","coq-2","WBGene00000762","F57B9.4","III_+_6937474_6937598_6938907",NA,"16.6675%",NA,"67.076%","100%","55.5566666666667%","70.855%",NA,"63.9433333333333%","100%","72.2216666666667%","83.3333333333333%","100%",NA,"93.75%","66.1833333333333%",NA,"66.6675%","62.5%",NA,"58.3333333333333%",NA,NA,NA,"90.295%","52.7075%","59.2566666666667%",NA,"39.56%",NA,NA,"65.5533333333333%",NA,"53.334%","50%","50%","72.3666666666667%",NA,"67.56%","100%","82.812%",NA,NA,NA,"71.556%","80.8725%"
"prk-1 III_+_6997896_7001494_7001895","prk-1","WBGene00004182","C06E8.3","III_+_6997896_7001494_7001895","71.97%",NA,"89.205%",NA,NA,"100%",NA,"0%","80.355%",NA,"100%","85.71%",NA,"79.4775%","76.6675%","100%","50%","41.6666666666667%","87.5%","47.3225%","50%","93.3333333333333%","60.6625%","61.0425%",NA,"77.5%","74.2433333333333%",NA,NA,"72.2233333333333%","31.31%","86.365%","60.4175%","40.782%","0%","0%",NA,"63.89%","22.2233333333333%",NA,"72.856%","56.334%","66.73%","43.75%","50%","59.5825%"
"lgc-38 III_+_7016873_7016936_7017355","lgc-38","WBGene00017389","F11H8.2","III_+_7016873_7016936_7017355","0%","0%","11.505%","5.852%",NA,"0%","11.11%","0%","0%",NA,"3.33333333333333%","0%","0%","3.3175%","2.8325%","0%","0%","2.5%","0%","0%","0%","8.33333333333333%","32.2766666666667%","28.75%","1.47%","0%","3.89%","66.67%","0.755%","0%","33.335%","5.55666666666667%","26.18%","19.524%",NA,"0%","3.18166666666667%","10.4166666666667%","13.3325%","0%","6.338%","8.3325%","0%",NA,"66.67%","21.0725%"
"ggtb-1 III_+_7135008_7135957_7136272","ggtb-1","WBGene00015099","B0280.1","III_+_7135008_7135957_7136272","6.1075%",NA,"6.25%","25.656%","0%","0%","0%","9.375%","12.38%",NA,"4.76166666666667%",NA,"22.2233333333333%","14.485%","3.9675%","39.2166666666667%","9.57%","0%","0%","8.415%","0%","19.0466666666667%","18.155%",NA,"3.89%","3.125%","0.666666666666667%","21.215%","0%","13.7033333333333%","1.19%","4.76333333333333%","4.3475%","2.162%","33.33%","0%","18.8933333333333%","1.0425%","3.835%","0%","19.092%","11.34%","17.535%","27.2725%","0.476666666666667%","8.23%"
"epg-4 III_+_7183617_7183659_7183665","epg-4","WBGene00018150","F37C12.2","III_+_7183617_7183659_7183665","13.75%","35.715%","16.43%","7.62%","0%","12.5%","50%","1.39%","4%","0%","14%","6.66666666666667%","100%","7.2925%","9.6175%","4.76333333333333%","17.5633333333333%","3.5725%","0%","1.22%","0%","3.03%","35.1375%","19.075%","4.175%","22.2775%","9.52333333333333%","10.2425%","11.6666666666667%","17.2%","30.3%","16.6666666666667%","26.36%","19.416%","0%","0%","31.1%","14.2866666666667%","7.985%","25%","8.894%","9.82%","2.885%","8.3325%","10.16%","16.5325%"
"flp-24 III_+_725246_725836_725845","flp-24","WBGene00016028","C24A1.1","III_+_725246_725836_725845","100%","100%","99.265%","99.5916666666667%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","97.7275%","100%","100%","100%","99.91%","100%","99.7366666666667%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%"
"C07H6.4 III_+_7499794_7499850_7499855","C07H6.4","WBGene00015581","C07H6.4","III_+_7499794_7499850_7499855","0%","6.666%","4.545%","0%","0%","0%","0%","0%","14.105%","0%","0%","25%","0%","3.5725%","16.6666666666667%","0%","4.76333333333333%","0%","0%","6.58%","0%","0%","5.8275%","4.9875%","0%","1.1375%","0%","0%","17.8566666666667%","0%","21.545%","6.25%","6.5125%","10.024%","0%",NA,"0%","10%","1.9225%","11.54%","0%","7.778%","1.25%","0%","0%","1.8525%"
"cup-5 III_+_7585730_7586095_7586107","cup-5","WBGene00000846","R13A5.1","III_+_7585730_7586095_7586107","4.545%","7.77%","18.4525%","14.1666666666667%","100%","30%","0%","0%","13.75%","0%","14.666%","0%","0%","4.1675%","11.31%","0%","13.3333333333333%","20.8325%","0%","2.6325%","16.6666666666667%","9.72333333333333%","47.6266666666667%","10.07%","4.4275%","35.77%","0.953333333333333%","14.1675%","31.2825%","41.8133333333333%","47.86%","34.2866666666667%","39.2875%","26.762%","50%","0%","13.344%","7.5%","7.2925%","0%","14.988%","19.152%","17.7075%","26.6675%","10.0583333333333%","15%"
"fbn-1 III_+_7628986_7629291_7629297","fbn-1","WBGene00022816","ZK783.1","III_+_7628986_7629291_7629297","59.585%",NA,"72.335%","64.446%",NA,"80%","66.67%","0%","70.1133333333333%","66.6666666666667%","100%","100%","100%","49.3333333333333%","28.3333333333333%","100%","33.94%","50%","50.625%","60.4075%","66.67%","63.1166666666667%","17.7766666666667%","54.53%","76.2775%","56.845%","27.7766666666667%","48.4375%","78.6233333333333%","100%","70.85%","60.5933333333333%","77.675%","63.974%",NA,"100%","65.385%","63.64%","91.6675%","95.455%","62.5%","55.5566666666667%","91.1175%","100%","44%","49.7925%"
"fbn-1 III_+_7637256_7637354_7637798","fbn-1","WBGene00022816","ZK783.1","III_+_7637256_7637354_7637798","72.7275%",NA,"75.0375%","48.61%",NA,"33.335%","86.6666666666667%",NA,"36.25%","50%","100%","100%","100%","63.6366666666667%","98.3325%","16.67%",NA,"87.5%","75%",NA,"83.335%","65.5666666666667%",NA,NA,"61.97%","49.48%","40.18%","94.545%","59.5%","100%",NA,NA,"62.955%","66.672%",NA,"50%","79.1133333333333%","62.12%","77.78%","66.67%","70.708%","62.382%","62.42%",NA,"81.945%",NA
"ncl-1 III_+_7731991_7732031_7732040","ncl-1","WBGene00003559","ZK112.2","III_+_7731991_7732031_7732040","1.3825%","2.604%","4.3825%","2.67%","0%","2.07%","3.1675%","1.1225%","2.6525%","1.595%","4.74166666666667%","1.96%","0.546666666666667%","3.56%","2.6625%","0.156666666666667%","1.56333333333333%","3.8725%","1.242%","2.535%","0.4725%","1.26666666666667%","8.3625%","3.18%","1.6725%","6.8325%","0.42%","0.2325%","10.7425%","12.1566666666667%","12.61%","5.72%","4.8175%","4.172%","4.45%","3.935%","3.24166666666667%","1.9625%","2.055%","4.42%","2.174%","1.922%","2.6825%","2.34%","5.065%","1.47%"
"npp-15 III_+_7929134_7929177_7929192","npp-15","WBGene00003801","C29E4.4","III_+_7929134_7929177_7929192","53.8675%","100%","84.3325%","66.7666666666667%","39.285%","42.855%","50%","100%","65.3633333333333%","50%","80%","50%","100%","52.2925%","64.5825%","47.2233333333333%","47.42%","53.3333333333333%","0%","53.7325%","50%","88.89%","90%","90.7625%","41.74%","84.25%","42.8566666666667%","61.11%","72.85%","86.6666666666667%","92.31%","81.9033333333333%","77.69%","80.406%","50%","0%","70%","77.975%","57.0825%","86.365%","61.058%","63.142%","67.695%","83.3333333333333%","58.726%","78.92%"
"npp-15 III_+_7931351_7931394_7931400","npp-15","WBGene00003801","C29E4.4","III_+_7931351_7931394_7931400","42.9375%","25%","26.905%","25.238%","100%","100%",NA,"0%","38.89%","100%","62.5%","12.5%","100%","30.1%","29.63%","12.5%","31.1666666666667%","25%","12.5%","42.5133333333333%","40%","57.69%","84.26%","83.3333333333333%","30.175%","85.3175%","47.62%","33.3333333333333%","83.55%","80.355%","74.645%","70.33%","57.9475%","55.238%","33.335%",NA,"77.505%","53.3333333333333%","53.54%","100%","36.192%","12.376%","41.6675%","0%","36.05%","41.3825%"
"ran-2 III_+_7937131_7937179_7937188","ran-2","WBGene00004303","C29E4.3","III_+_7937131_7937179_7937188","9.375%","0%","25.0875%","1.666%",NA,"16.67%","0%","16.6675%","6.895%","5.555%","33.3333333333333%","14.2866666666667%","10%","14.4825%","7.73666666666667%","0%","0%","12.5%","0%","29.5025%","0%","45.42%","20.0166666666667%","1.22%","14.585%","0%","0%","12.5%","10.1%","5.55666666666667%","13.045%","4.76333333333333%","0.925%","12.89%","0%",NA,"5.6825%","13.5725%","5%","28.57%","7.5%","1.666%","1.785%","0%","1.33166666666667%","1.5625%"
"clp-1 III_+_7981270_7981363_7981448","clp-1","WBGene00000542","C06G4.2","III_+_7981270_7981363_7981448","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","96.6666666666667%","100%","100%","100%","100%","100%","100%","100%","100%","84.09%","100%","100%","100%","100%","100%","100%","99.5425%","99.675%","100%","100%"
"clp-1 III_+_7981488_7981671_7982729","clp-1","WBGene00000542","C06G4.2","III_+_7981488_7981671_7982729",NA,NA,"41.145%",NA,"53.33%","23.23%",NA,NA,"38.3933333333333%","38.7425%","28.7266666666667%",NA,NA,NA,"23.195%","66.665%",NA,NA,"38%",NA,"59.1575%",NA,NA,NA,NA,NA,NA,"20.695%",NA,NA,NA,NA,NA,NA,"14.29%","42.78%","31.2716666666667%","51.42%",NA,"29.55%",NA,"27.958%",NA,"15.9275%",NA,NA
"cit-1.2 III_+_8013021_8013118_8013124","cit-1.2","WBGene00000508","F44B9.3","III_+_8013021_8013118_8013124","8.6175%","12.506%","6.68%","6.23%","5.33333333333333%","8.33333333333333%","0%","8.4175%","6.18333333333333%","10.39%","12.9383333333333%","0%","0%","15.735%","15.795%","6.25%","6.55%","5.975%","0%","5.98%","4.1675%","9.26%","13.6925%","4.9625%","3.105%","33.7275%","9.59%","7.115%","12.9133333333333%","40%","21.39%","22.75%","19.195%","17.466%","0%","10%","12.1266666666667%","10.2275%","5.115%","7.01666666666667%","9.73%","6.656%","8.94%","11.28%","5.615%","8.575%"
"apc-2 III_+_8082085_8082125_8082134","apc-2","WBGene00000143","K06H7.6","III_+_8082085_8082125_8082134","42.7075%","37.5%","58.72%","65.334%","90%","83.33%",NA,"0%","40.6266666666667%","22.2233333333333%","70%","50%","100%","21.715%","42.5933333333333%","8.33333333333333%","33.3333333333333%","45%","0%","50%","100%","62.5%","70.7533333333333%","55.65%","33.9275%","82.5%","27.7766666666667%","9.09%","82.0966666666667%","77.7766666666667%","83.33%","70.1566666666667%","74.5125%","63.73%","100%","100%","53.7933333333333%","37.7766666666667%","29.0175%","57.14%","27.332%","35.888%","58.3325%","60%","18.85%","51.37%"
"dac-1 III_+_820595_820640_821427","dac-1","WBGene00000895","B0412.1","III_+_820595_820640_821427","100%","98.778%","100%",NA,NA,NA,"83.3325%","80%",NA,"100%",NA,NA,NA,"100%","100%",NA,"100%","100%",NA,"100%",NA,"100%","100%",NA,"100%","100%","100%","100%","100%","100%",NA,"100%","100%","100%",NA,"100%","100%","100%","100%",NA,"100%",NA,NA,"100%",NA,"100%"
"C30A5.16 III_+_8218391_8219187_8219200","C30A5.16","WBGene00206533","C30A5.16","III_+_8218391_8219187_8219200","0%",NA,"0%","0%",NA,"0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.6666666666667%",NA,NA,"0%",NA,NA,"0%",NA,NA,NA,"0%","9.3625%",NA,"0%",NA,NA,"0%","0%",NA,NA,NA,"0%","0%",NA,"33.3333333333333%",NA,NA,NA,NA,"0%"
"ZC262.2 III_+_8332276_8332318_8332321","ZC262.2","WBGene00022579","ZC262.2","III_+_8332276_8332318_8332321","94.9925%","91%","91.6675%","83.35%","100%","57.575%","100%","91.6675%","84.85%","95%","97.6183333333333%","95.8333333333333%","91.6666666666667%","90.5475%","85.4175%","95.8333333333333%","88.5266666666667%","98.4375%","95.5%","90.37%","100%","93.04%","93.025%","77.755%","90.1075%","89.45%","90.7833333333333%","94.535%","92.1566666666667%","92.1633333333333%","89.475%","86.28%","80.2925%","90.118%","92.855%","100%","88.6966666666667%","62.82%","95.785%","88.24%","90.952%","86.844%","88.4525%","91.665%","82.326%","89.855%"
"ZC262.2 III_+_8332440_8332584_8332771","ZC262.2","WBGene00022579","ZC262.2","III_+_8332440_8332584_8332771","31.335%","16.112%","19.685%","25.482%","0%","24.665%","12.1775%","22.9575%","36.68%","39.1675%","12.57%","30.16%","11.7633333333333%","28.0575%","16.4575%","15.4533333333333%","10.2266666666667%","16.88%","11.44%","11.83%","22.5525%","18%",NA,NA,"10.8625%","14.715%","10.9766666666667%","26.7125%","16.0325%","23.1%",NA,"15.3633333333333%","26.5575%","17.012%","0%",NA,"11.8366666666667%","24.86%","14.5825%","4.29%","20.272%","27.698%","24.8%","11.5375%","14.928%",NA
"zip-2 III_+_834174_834303_835326","zip-2","WBGene00019327","K02F3.4","III_+_834174_834303_835326","97.52%","96.282%","95.2875%","97.5083333333333%","90.0133333333333%","99.64%","96.935%","96.635%","97.1525%","97.055%","94.6433333333333%","92.7533333333333%","96.2966666666667%","96.76%","95.52%","95.8266666666667%","95.92%","94.3175%","93.842%","98.4525%","95.62%","97.6933333333333%","96.3875%","93.3775%","94.7975%","92.6075%","95.31%","95.165%","93.975%","92.6966666666667%","96.94%","95.84%","93.935%","95.732%","97.22%","95.5%","94.2833333333333%","95.8425%","98.5325%","94.4133333333333%","96.218%","91.858%","96.0675%","93.9275%","96.2033333333333%","92.985%"
"rfp-1 III_+_8359884_8359968_8359974","rfp-1","WBGene00007008","R05D3.4","III_+_8359884_8359968_8359974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.56%",NA,NA,NA,NA,NA,NA,NA,"41.6666666666667%","38.905%","46.5325%",NA,NA,NA,NA,NA,NA,"73.505%",NA,NA,NA,NA,"52.78%",NA,NA,NA,NA,"20.522%",NA,NA,NA,NA,"24.6425%"
"rfp-1 III_+_8360596_8360723_8360732","rfp-1","WBGene00007008","R05D3.4","III_+_8360596_8360723_8360732","24.285%","16.6666666666667%","20%","23.334%","33.33%","8.335%","0%","0%","14.5466666666667%","0%","44.4466666666667%","50%","50%","5%","45.4533333333333%","3.70333333333333%","0%","33.3333333333333%","0%","0%","0%","22.8633333333333%","32.5933333333333%","8.64333333333333%","16.6666666666667%","53.58%","0%","11.11%","36.7033333333333%","0%","46.06%","27.78%","38.24%","27.616%","0%","50%","9.79833333333333%","22.2233333333333%","4.16666666666667%","9.09%","9.818%","4%","15.4825%","25%","45%","22.41%"
"R05D3.2 III_+_8372949_8372988_8372994","R05D3.2","WBGene00019877","R05D3.2","III_+_8372949_8372988_8372994","8.5725%","0%","14.6325%","0%","0%","0%","0%","0%","0%","0%","5.555%","0%","20%","8.3325%","4.9325%","0%","1.66666666666667%","5%","0%","2.325%","0%","3.17333333333333%","12.08%","13.055%","0%","12.2425%","20%","0%","5.83333333333333%","21.43%","7.355%","19.4433333333333%","5.6825%","11.616%","0%","0%","13.01%","3.5725%","8.125%","7.14%","2.666%","4.964%","2.5%","11.11%","0%","17.8575%"
